Vdr_Id	bare_rock	broadleaved_forest	coniferous_forest	glaciers	inland_water	inland_wetlands	mixed_forest	vegetation	altitude	Illies ecoreg	catch_area(m2)	LN	HCL	ref-P	mean temperature year	mean temperature coldest month	mean temperature warmest month	temperature sample month	precipitation sample month	precipitation year	slope	B_Fin_detritus	B_Fin_död_ved	B_Fin_sten_dom_typ	B_Fina_block_dom_typ	B_Finsediment_dom_typ	B_Flytbladsväxter_före_klass	B_Grov_detritus	B_Grov_död_ved	B_Grov_sten_dom_typ	B_Grova_block_dom_typ	B_Grus_dom_typ	B_Häll_dom_typ	B_Mossa_före_klass	B_Påväxtalger_före_klass	B_Rosettväxter_före_klass	B_Sand_dom_typ	B_Slingeväxter_före_klass	B_Övervattenväxter_före_klass	N_Barrskog	N_Blandskog	N_Hed	N_Häll_blockmark	N_Kalfjäll	N_Lövskog	N_Myr_våtmark	N_Äng	Alk_Acid	Abs_F
302	0	0,01071914	0,43445685	0	0,02172281	0,15286416	0,21297851	0	298	22	112353123	N	above HCL	8,77	4,13916667	-4,7	13,3	6,46	122,01	875,41	3,80545905	1	0	1	2	1	0	1	1	3	2	1	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0,242	0,129
303	0	0,00473083	0,39304431	0	0,01047212	0,28326625	0,16096228	0,00170716	354	22	54549610,8	N	above HCL	9,73	3,89	-4,23	12,64	6,19	115,08	874,96	6,01117871	1	0	2	2	1	0	1	1	3	1	1	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0,353	0,15
306	0	0,01060062	0,36547969	0	0,01254779	0,22746128	0,16549217	0	308	22	28491069,8	N	above HCL	11,52	4,71916667	-5	13,64	7,15	195,55	1119,92	5,98205537	1	1	2	2	0	0	1	0	3	2	2	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0,098	0,435
307	0	0,01694218	0,69516531	0	0,00591326	0,10588312	0,06805008	0	220	22	24521144,3	N	above HCL	12,2	5,36083333	-3,9	13,96	7,87	180,02	1054,79	5,14792073	1	0	2	2	0	0	1	0	3	1	1	0	1	0	0	1	0	0	3	0	0	0	0	1	0	0	0,039	0,454
308	0	0,00446	0,45084369	0	0,10096771	0,18721866	0,15603948	0	391	20	77914761,1	N	above HCL	7,81	3,82166667	-6,14	12,89	6,33	187,89	1146,57	3,76394635	1	0	2	2	0	0	0	0	2	1	2	0	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0,008	0,28
309	0	0,05015182	0,59121167	0	0,03491769	0,01763334	0,155056	0	168	22	17505452	N	below HCL	10,34	6,16416667	-2,6	14,65	8,31	218,33	1207,06	11,2976412	1	1	2	1	0	0	1	0	2	1	2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0,019	0,272
310	0	0,01249758	0,56855476	0	0,04376497	0,15372481	0,14288673	0	273	22	29375664,4	N	above HCL	12,07	5,39916667	-3,94	14,23	7,85	199,34	1122,41	4,62778032	0	0	1	2	0	0	0	1	2	3	2	0	0	1	0	1	0	0	0	3	0	0	0	0	1	0	0,276	0,302
312	0	0,00410247	0,76454525	0	0,03673712	0,06175897	0,04162232	0	143	14	20262205,6	N	below HCL	11,02	6,7875	-1,34	14,79	8,74	224,74	1269,99	9,03618352	1	1	2	2	0	0	1	0	2	2	1	0	0	3	0	0	1	0	2	3	0	0	0	0	0	0	0,045	0,269
316	0	0,01877098	0,65203674	0	0,06083826	0,01881726	0,0990438	0	119	14	43157460,4	N	below HCL	10,59	6,7425	-1,81	14,97	9	209,24	1146,78	7,75330796	1	1	2	2	0	0	1	1	2	1	2	0	0	3	0	2	0	0	0	0	0	0	0	2	0	2	0,04	0,227
318	0	0,01840505	0,61884953	0	0,01583953	0,0795721	0,15543214	0	185	22	22885775,3	N	below HCL	11,79	5,84583333	-3,38	14,6	8,2	205,95	1152,24	5,46504882	1	0	3	2	1	0	1	0	2	1	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	-0,008	0,44
319	0	0,03141594	0,59821257	0	0,00194587	0,10158127	0,15417913	0	173	22	17665635	N	below HCL	12,07	5,91416667	-3,36	14,6	8,29	202,56	1139,1	10,7914165	1	1	2	2	0	0	1	0	2	2	2	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	-0,044	0,508
320	0	0,04501757	0,57190658	0	0,05461162	0,14217944	0,05293464	0	194	14	39563465,4	S	above HCL	13,3	7,38083333	-0,11	14,44	9,58	139,42	972,42	3,6913488	2	1	0	0	1	0	2	0	0	0	2	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0,34	0,275
321	0	0,05244047	0,68395225	0	0,01598896	0,0608101	0,03538444	0	183	14	70048319,8	S	above HCL	16,01	7,59916667	0,1	14,67	9,8	150,99	1021,2	3,38598301	1	0	1	1	0	0	3	0	2	0	1	0	1	1	0	0	1	1	3	0	0	0	0	0	0	0	0,146	0,583
322	0	0,02853705	0,67595782	0	0,11154036	0,02554214	0,04972402	0	168	14	47785393,6	S	above HCL	12,12	7,57333333	0,1	14,62	9,79	152,09	1038,38	10,5792688	0	1	3	0	0	0	2	0	1	0	1	0	1	0	0	1	1	1	3	0	0	0	0	0	0	0	0,233	0,213
323	0	0,03102122	0,68562165	0	0,06226042	0,01912352	0,05640361	0	163	14	51778481,7	S	above HCL	13,23	7,53583333	-0,07	14,67	9,68	145,72	986,01	5,97597323	3	0	0	0	3	0	2	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0,243	0,279
324	0	0,06768565	0,4893564	0	0,0764794	0,01687735	0,10313401	0	122	14	26077282	S	above HCL	12,88	8,24416667	0,48	15,06	10,79	122,03	776,61	4,91706024	0	1	1	1	0	2	2	1	1	1	3	0	1	0	0	2	2	2	1	0	0	0	0	0	0	0	0,26	0,178
325	0	0,09961279	0,49242112	0	0,11741683	0,02621601	0,08599368	0	119	14	30580156,7	S	above HCL	10,92	8,23166667	0,48	15,07	10,72	131,15	813,8	4,0972238	2	1	2	2	0	2	2	1	2	2	2	0	1	0	0	2	0	1	2	0	0	0	0	2	0	0	0,219	0,137
326	0	0,01965903	0,56182814	0	0,15938657	0,02276375	0,08015185	0	276	22	24539395,2	N	above HCL	5,38	5,11083333	-3,95	13,85	7,11	138,51	973,03	15,832484	1	1	2	1	0	0	3	1	3	1	1	0	1	0	0	1	0	0	2	0	1	3	0	1	0	0	0,09	0,039
327	0	0,04137102	0,50974052	0	0,08499407	0,0075354	0,12565181	0	232	22	26604253,1	N	above HCL	9,03	5,36166667	-3,74	14,15	7,34	136,27	958,79	4,65237766	0	0	0	1	0	0	2	1	3	1	1	0	1	0	0	1	1	0	3	0	1	0	0	1	0	0	0,209	0,111
328	0	0,01809164	0,58407351	0	0,08935086	0,04126718	0,07827088	0	174	22	47938301,7	N	below HCL	9,28	6,0675	-2,68	14,58	7,95	116,12	850,4	2,71932259	1	1	2	0	2	0	1	0	1	0	0	0	0	1	0	1	3	2	1	0	1	2	0	1	3	0	0,107	0,145
331	0,00254457	0,07219015	0,56671974	0	0,08244597	0,01571982	0,16850457	0	100	22	13160134,3	N	below HCL	11,68	6,155	-2,47	14,48	4,66	163,39	866,35	6,54127407	1	3	1	1	0	0	2	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	3	0	1	0,143	0,19
332	0	0,08236799	0,59528581	0	0,06612947	0,00344389	0,09236286	0	115	14	13429590,2	S	above HCL	14,33	8,05166667	0,35	15,06	10,34	131,01	821,92	4,63289255	1	1	2	2	0	0	1	0	2	2	2	0	2	0	0	2	0	0	0	3	0	0	0	0	0	0	0,065	0,36
333	0	0,12831027	0,42245761	0	0,1987869	0,00944812	0,08164017	0	138	14	22967433,8	S	above HCL	11,01	8,22083333	0,38	15,22	10,6	126,55	775,83	4,62772854	2	1	0	0	0	1	2	1	1	1	2	0	1	0	0	2	0	1	2	0	0	0	0	2	0	1	0,191	0,117
334	0	0,03683244	0,56540582	0	0,05869272	0,03059637	0,12727128	0	63	22	228326875	N	below HCL	13,82	5,8775	-3,16	14,67	4,22	167,87	911,96	3,81260076	2	0	1	0	1	0	1	1	2	0	1	0	2	0	0	2	0	1	1	0	0	1	0	3	0	1	0,198	0,213
335	0	0,00662624	0,59055253	0	0,0900613	0,09148685	0,18810168	0	299	22	24080820,9	N	above HCL	9,66	4,50166667	-4,54	13,3	2,88	185,2	1018,46	4,79001331	1	1	2	1	0	0	2	0	3	1	1	0	1	0	0	1	0	0	0	3	1	2	0	0	0	0	0,032	0,315
340	0,0471097	0,00878403	0	0	0,00038282	0,00271326	0	0,94101019	846	20	41428962,8	N	above HCL	3,12	0,20833333	-6,77	8,07	5,32	37,87	1198,44	4,71505175	1	0	3	2	1	0	0	0	3	1	2	0	0	1	0	2	0	0	0	0	0	0	3	0	0	0	0,341	0,011
341	0	0,1470365	0,34232022	0	0,07988458	0,05657147	0,05950147	0	148	14	106998117	S	above HCL	16,47	7,9975	0,65	14,99	6,15	96,83	1021,05	3,07700764	0	0	0	2	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0,703	0,257
342	0	0,00690155	0,49398912	0	0,00010968	0,11110321	0,17374041	0	178	22	37259877,8	N	below HCL	10,65	5,9175	-3,67	14,85	8,37	193,76	1094,5	15,7811175	1	1	1	2	0	0	2	1	2	3	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	-0,086	0,515
344	0	0,03118441	0,65198223	0	0,01425689	0,00468073	0,06040189	0	105	14	14554366,6	N	below HCL	13,43	6,83	-1,87	15,13	9,12	194,31	1084,7	5,7315067	1	0	2	1	0	0	1	0	2	1	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	2	0,137	0,309
347	0	0,04922346	0,30042097	0	0,15518308	0,01823347	0,09794059	0	85	14	19746837,2	N	below HCL	14,32	7,12583333	-1,31	15,24	0,88	107,76	1098,35	1,62528666	1	0	2	1	1	0	0	0	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0,277	0,29
350	0	0,03712328	0,67816903	0	0,02669764	0,03828813	0,11190461	0	74	14	28443530	S	below HCL	13,15	7,565	-0,22	15,25	1,77	121,2	1123,46	14,9245429	1	0	2	1	1	0	1	1	2	1	1	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0,173	0,283
351	0	0,00985314	0,72141062	0	0,02790542	0,04089425	0,08678974	0	152	14	20205310,6	N	below HCL	12,64	6,34083333	-1,51	14,12	8,42	243,05	1246,73	5,73181659	1	0	2	0	0	0	1	0	2	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	3	0	0,037	0,412
353	0	0,05053961	0,50129236	0	0,06811057	0,00637272	0,13268275	0	60	14	37072074,6	S	below HCL	11,29	7,24916667	-0,92	15,21	1,11	112,52	1115,05	6,67501356	1	0	2	2	0	0	1	1	2	1	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0,133	0,161
355	0	0,01635598	0,55197417	0	0,20273679	0,00166575	0,10597458	0	103	14	11256159,6	S	below HCL	8,9	7,0675	-0,32	14,65	1,13	142,14	1293,88	9,23840929	1	1	2	1	0	0	1	1	1	1	2	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0,095	0,09
356	0	0,02604784	0,65338638	0	0,07320244	0,00434866	0,11800047	0	99	14	14659688,6	S	below HCL	9,7	7,12333333	-0,31	14,73	1,16	135,55	1257,94	11,7819983	1	0	2	1	0	0	1	0	1	1	2	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0,095	0,134
357	8,56985e-5	0,01521427	0,542911	0	0	0,03241048	0,08046407	0	3	14	101022665	S	below HCL	27,56	8,57916667	1,14	16,23	7,31	94	579,28	3,18573455	1	1	2	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	4,361	0,156
358	0,00166317	0,02600023	0,5237521	0	0	0,00746744	0,14677164	0	37	14	38165687,2	S	below HCL	24,68	8,42583333	0,83	15,98	7	114,7	701,98	4,15195366	0	0	2	1	0	0	1	0	2	0	2	0	1	1	1	1	0	0	3	0	0	0	0	0	0	3	4,419	0,155
359	0	0,05687733	0,11932331	0	0,00394051	0,00156299	0,04160599	0	1	14	28391007,4	S	below HCL	28,57	8,45833333	0,76	16,01	7,26	103,83	602,05	2,39596116	1	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	5,787	0,12
362	0	0,0112949	0,63596208	0	0,08674007	0,02096925	0,10604838	0	130	14	30011241,9	N	below HCL	11,26	6,72666667	-1,57	14,78	0,84	125,05	1162,95	8,39853039	1	0	2	2	0	0	1	0	2	2	2	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0,122	0,217
367	0	0,10505955	0,37482455	0	0,01322205	0,01327505	0,13223201	0	164	22	59893957	N	below HCL	16,31	6,19166667	-3,12	15	8,2	128,05	903,22	8,53857144	1	0	1	0	2	2	3	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	2	3	1	1,124	0,22
368	0	0,00626429	0,57818515	0	0,04831656	0,07019475	0,10544633	0	217	22	32222270,9	N	above HCL	9,57	5,5475	-3,57	14,37	7,57	129,09	935,83	5,66952921	1	0	2	1	0	0	2	0	1	0	1	0	0	0	0	2	0	1	0	3	1	1	0	0	0	0	0,085	0,209
369	0	0,01554944	0,56729409	0	0,10338444	0,0946046	0,06920558	0	152	22	80108953,5	N	below HCL	13,68	5,95	-2,97	14,66	7,89	114,84	836,42	7,88577184	1	0	3	1	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	2	1	2	0	0	0	0	0,052	0,472
370	0	0,01814319	0,71032916	0	0,02149677	0,03675757	0,06450494	0	148	22	102984463	N	below HCL	11,14	6,04416667	-2,94	14,78	-0,25	64,21	849,41	4,98353115	1	0	1	1	0	0	1	0	3	0	1	0	1	1	0	1	0	0	1	0	0	1	0	3	0	2	0,046	0,283
371	0	0,0049674	0,67257813	0	0,01392218	0,07380555	0,10949759	0	202	22	27813982,6	N	below HCL	10,19	5,61583333	-3,37	14,43	4	154,42	917,57	3,61511859	1	0	0	2	0	0	2	0	3	1	0	0	1	0	0	1	0	0	3	0	2	1	0	1	0	0	0	0,325
372	0	0,0123109	0,52848123	0	0	0,00713642	0,09758569	0	48	14	15458856	S	below HCL	17,53	8,0025	0,55	15,49	2,56	123,41	1050,89	3,77064891	1	0	3	1	1	0	1	0	2	0	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0,586	0,289
374	0	0,01982042	0,59768012	0	0,0319348	0,05222833	0,13981568	0	84	22	153044879	N	below HCL	14,27	5,79916667	-3,38	14,78	4,04	155,25	911,38	8,55784632	1	0	1	2	0	0	1	0	3	1	0	0	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0,063	0,396
375	0	0,02361262	0,60769971	0	0,11574754	0,02375457	0,08411687	0	32	22	63196336,2	N	below HCL	15	5,8675	-2,82	14,47	7,7	128,21	980,66	6,47610233	1	2	2	0	1	0	2	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0,084	0,335
377	0	0,03141012	0,69350619	0	0,01273823	0,0534336	0,06615129	0	196	14	35375803	S	above HCL	16,45	7,40083333	-0,41	14,44	9,53	132,26	898,77	5,3118604	0	2	1	2	0	0	2	0	1	1	2	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0,344	0,505
378	0	0,04357181	0,5784316	0	0,03115445	0,05022145	0,08491078	0	226	14	34104272,6	S	above HCL	13,27	7,21583333	-0,51	14,33	9,31	134,56	917,46	3,67045728	1	1	1	1	0	0	2	1	1	0	3	0	0	0	0	2	1	0	2	0	0	0	0	0	0	0	0,115	0,418
382	0	0,02985425	0,56409025	0	0,0016875	0,04493628	0,2418805	0	231	22	29999914,6	N	above HCL	10,42	5,30916667	-3,78	14,29	7,29	127,16	1007,35	3,56503196	1	0	1	1	0	0	0	0	3	1	0	0	1	0	0	1	1	0	3	0	1	0	0	1	0	0	0,031	0,316
384	0,00059761	0,05017656	0,56251358	0	0,02536986	0,04833054	0,11249453	0	40	14	43925158,2	S	below HCL	21,61	7,29666667	-1,25	15,63	9,41	133,34	837,95	2,63054485	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0,368	0,47
386	0	0,01162612	0,50241126	0	0,12129217	0,19307868	0,0799526	0	76	14	10547878	S	below HCL	12,75	7,06083333	-1,56	15,33	5,46	139,67	813,77	4,38469328	1	0	2	1	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0,099	0,223
387	0	0,02479247	0,58014028	0	0,1164265	0,10561659	0,11810002	0	255	22	30287349	N	above HCL	10,05	5,10083333	-3,7	13,78	7,08	120,57	955,48	8,38662805	1	0	2	2	0	0	2	0	1	3	0	0	1	0	0	0	0	0	3	0	1	1	0	1	0	0	0,056	0,297
388	0	0,02318317	0,57077289	0	0,02922033	0,13250584	0,12089096	0	296	22	60895109,3	N	above HCL	10,34	4,83916667	-4,07	13,59	6,73	131,59	1012,34	3,54128271	1	1	0	0	2	1	1	2	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	3	0	0,03	0,385
389	0	0,04337824	0,55925485	0	0,03628377	0,01699161	0,18028785	0	8	22	134874344	N	below HCL	15,79	6,13083333	-2,39	14,74	7,9	134,78	966,06	4,12569148	1	1	2	1	0	1	1	0	2	1	1	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0,156	0,255
390	0	0,01787028	0,51916714	0	0,05512607	0,01845651	0,11276391	0	4	22	45237218,8	N	below HCL	15,91	6,04916667	-2,11	14,71	7,82	155,17	934,42	10,1041331	1	1	1	0	0	0	0	0	0	1	3	0	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0,258	0,186
391	0	0,03175442	0,55708724	0	0,06807331	0,02041425	0,18961695	0	23	22	196745618	N	below HCL	13,87	6,0775	-2,34	14,66	7,79	136,68	970,24	5,89880609	0	0	2	2	0	0	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0,151	0,201
393	0,00566742	0,04251528	0,35612964	0	0,0298353	0,03073478	0,08049122	0,00865165	3	14	154830497	S	below HCL	27,52	8,42583333	1,2	16	7,26	120,88	740,33	4,74284506	1	1	2	0	1	0	2	1	0	0	2	0	1	1	0	2	0	0	0	3	0	0	0	0	0	0	5,118	0,126
394	0	0,00082266	0,7266463	0	0,05581203	0,06225279	0,03397741	0,00370195	48	14	24311516,2	S	below HCL	16,87	7,06416667	-1,66	15,26	9,23	109,81	740,63	2,42027127	2	2	3	0	2	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0,315	0,3
395	0	0,02286798	0,61948928	0	0,00501424	0,04579159	0,0720557	0,00664767	43	14	16453138,9	S	below HCL	22,7	7,07333333	-1,63	15,22	9,26	113,05	759,78	0,97352545	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0,512	0,512
397	0	0,03194523	0,54729282	0	0,00045622	0,01334402	0,08366174	0	43	14	31508614,2	S	below HCL	22,34	7,21916667	-1,47	15,43	9,44	114,84	746,07	4,45651862	0	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1,462	0,28
401	0	0,01378595	0,69974023	0	0,03234755	0,03341479	0,10474242	0	123	22	52225743,3	N	below HCL	11,22	4,955	-4,11	14,2	6,85	112,03	948,38	6,50681103	1	0	2	1	0	0	1	0	3	0	1	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0,088	0,242
402	0	0,03744918	0,51069938	0	0,13195239	0,02364051	0,14509433	0	120	22	59378799,6	N	below HCL	8,88	5,24	-3,99	14,48	7,22	101,9	921,1	7,84398749	1	0	2	2	0	0	1	0	2	1	1	0	2	0	0	1	0	1	0	0	0	0	0	3	0	0	0,198	0,093
403	0	0,03211518	0,54238955	0	0,06783336	0,05789332	0,15868623	0	120	22	142344635	N	below HCL	11,49	5,35916667	-3,75	14,47	7,27	110,09	969,3	3,65143289	1	0	1	2	0	0	1	0	1	2	1	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0,113	0,246
404	0	0,03364723	0,59789624	0	0,02425302	0,02761929	0,13725193	0	145	22	43348023,3	N	below HCL	13,66	4,9475	-4,38	14,14	7	106,06	987,22	5,99243266	1	0	2	2	0	0	2	0	1	1	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0,249	0,315
405	0	0,04721741	0,53729255	0	0,04372118	0,02796977	0,1639288	0	124	22	41084209	N	below HCL	14,05	5,57916667	-3,51	14,52	7,57	108,76	962,57	3,79068576	1	0	1	2	0	0	2	0	3	1	1	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0,326	0,278
407	0	0,11786746	0,37813382	0	0,03778043	0,00442827	0,14731782	0	198	14	11149952,1	S	above HCL	13,92	7,585	-0,24	14,74	5,67	93,3	766,43	4,89998444	1	2	1	1	0	0	3	1	2	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0,54	0,207
409	0	0,04981688	0,53071681	0	0,01301869	0,01841625	0,08080664	0	218	14	44791377,4	S	above HCL	15,18	7,415	-0,42	14,52	9,52	118,19	820,23	3,28285468	1	1	1	0	0	0	3	0	2	0	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0,346	0,391
410	0	0,07291431	0,5968329	0	0,00738713	0,01837432	0,0992735	0	133	14	40103526,9	S	above HCL	20,75	8,25166667	0,53	15,09	10,75	127,78	784,31	4,64798585	1	1	2	2	1	0	2	0	2	2	2	0	1	0	0	2	1	2	0	3	0	0	0	0	0	0	0,015	1,04
411	0	0,04437069	0,60096187	0	0,07011349	0	0,10222411	0	121	14	23170763,4	S	above HCL	15,56	8,1775	0,61	15,08	10,53	123,6	845,11	6,81709187	1	1	2	2	0	0	1	0	2	2	2	0	2	2	0	1	0	0	3	0	0	0	0	2	0	0	0,231	0,343
412	0	0,01695539	0,6422766	0	0,09653055	0,02069187	0,05855628	0	143	14	18258469,1	S	above HCL	17,31	8,05666667	0,41	15,08	10,39	130,31	844,7	4,2055712	0	0	2	2	0	0	0	0	2	3	2	2	3	1	0	1	1	0	3	0	0	0	0	2	0	0	-0,007	0,709
414	0	0,19457471	0,29607663	0	0,00312011	0,04162103	0,16726767	0	66	14	49277114,5	S	above HCL	20	8,67333333	1,36	15,25	6,62	63,57	850,42	3,0993393	0	1	1	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0,139	0,621
415	0	0,2525655	0,25673371	0	0,05346624	0,02460551	0,14009157	0	36	14	89933673,2	S	below HCL	18,92	8,785	1,49	15,38	6,75	62,54	834,54	4,09624874	1	1	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0,669	0,427
416	0	0,16843503	0,44466429	0	0,0056222	0,03936369	0,12212939	0	14	14	56361396,4	S	below HCL	22,92	9,08583333	1,85	15,61	7,15	59,19	813,26	5,40799055	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0,164	0,607
417	0	0,26763787	0,09453335	0	0	0,00797926	0,07328404	0	13	14	28129783,7	S	below HCL	25,93	9,16166667	1,99	15,61	3,28	66,7	846,49	6,05106139	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1,208	0,388
418	0	0,18212255	0,11403094	0	0,0001148	0,02574161	0,0459965	0,00051247	15	14	98000304,5	S	below HCL	24,62	9,11166667	1,88	15,6	3,17	60,29	778,82	2,12754416	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1,457	0,303
419	0	0,04145941	0,56565281	0	0,02774087	0,01204226	0,08536531	0	23	14	28389990,3	S	below HCL	18,87	7,71083333	-0,94	15,69	6,62	134,88	746,7	4,54139604	2	2	1	0	3	0	2	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0,519	0,25
420	0	0,0184166	0,53660978	0	0,01576962	0,01186116	0,05185528	0,01683201	25	14	27513464	S	below HCL	19,95	7,64416667	-0,83	15,51	6,72	139,54	778,77	4,47996029	3	2	2	1	3	0	2	1	2	0	2	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0,448	0,327
421	0	0,04992832	0,55067847	0	0,00086586	0,00416832	0,13810639	0	154	22	22488696	N	below HCL	10,38	4,72583333	-4,43	14,04	6,78	123,57	984,87	10,4831489	0	2	1	1	0	0	1	2	2	0	3	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	0,142	0,192
422	0	0,00498437	0,50030038	0	0,05966429	0,09948779	0,1715284	0	233	22	87175255,7	N	below HCL	9,99	4,16416667	-5,43	13,7	6,42	112,25	880,67	6,50452212	1	1	2	3	0	0	1	1	2	2	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0,136	0,223
423	0	0,00121987	0,65019464	0	0,02661826	0,14139739	0,13882026	0	412	22	57138334,1	N	above HCL	6,79	3,55583333	-5,49	12,77	5,72	144,03	1010,6	4,28103069	1	0	1	3	0	0	1	0	2	1	1	0	1	2	0	0	0	0	2	0	0	2	0	0	2	0	0,161	0,106
424	0	0	0,60765315	0	0,07478373	0,11513549	0,05108149	0	350	22	86365800,2	N	above HCL	6,74	3,76	-5,05	12,95	5,89	127,7	940,85	5,649005	1	1	2	1	0	0	1	0	1	0	2	0	0	0	0	1	0	1	2	0	0	0	0	0	2	0	0,152	0,092
425	0	0,00456502	0,56045821	0	0,03284948	0,11138652	0,18361404	0	274	22	190029342	N	above HCL	7,94	4,76666667	-4,11	13,83	6,81	145	1102,05	3,53140092	1	0	2	1	0	0	0	0	3	1	1	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	0,078	0,168
426	0	0,00110052	0,49020684	0	0,09882372	0,21946252	0,11492843	0	331	22	117714864	N	above HCL	6,97	4,09083333	-4,75	13,22	6,1	135,33	1050,1	5,04596777	0	0	1	3	0	0	1	0	2	2	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0,043	0,166
427	0	0,05641086	0,55996729	0	0,02638396	0,0007559	0,10397083	0	115	14	74414591,7	S	above HCL	15	7,97583333	-0,02	15,23	9,99	94,07	692,99	3,11513403	1	1	2	0	0	0	2	0	1	0	3	0	0	0	2	0	3	0	3	0	0	0	0	0	0	0	0,173	0,322
431	0	0,08292193	0,48802858	0	0,05187668	0,01241601	0,09935889	0	94	14	12433544,8	S	below HCL	12,99	7,35666667	0,08	14,96	1,47	140,01	1262,82	3,70028531	1	1	2	2	2	0	1	1	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	2	0	2	0,111	0,321
432	0	0,00254899	0,58043817	0	0,03763292	0,06131303	0,19213513	0	214	22	195910853	N	below HCL	9,29	4,37833333	-5,19	13,94	6,56	113,49	937,76	17,7003156	0	0	2	3	0	0	1	0	3	1	1	0	1	0	0	1	0	0	2	0	0	0	0	2	0	0	0,173	0,15
433	0	0,00257843	0,66760919	0	0,03571771	0,1127475	0,11295795	0	245	22	41207209,1	N	above HCL	7,75	4,2775	-4,97	13,68	6,42	117,98	957,58	4,58498917	1	1	1	0	1	0	2	1	0	0	3	0	0	2	3	1	3	1	3	0	0	0	0	2	0	0	0,071	0,146
434	0	0,00144041	0,58806065	0	0,04388618	0,18052483	0,12615537	0	308	22	58143056,4	N	above HCL	8,91	4,125	-5,04	13,55	6,3	121,62	967,74	7,0158108	1	0	2	2	0	0	2	0	2	1	1	1	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0,064	0,274
